2025-04-04,3.0,,6.0,,4.0,,,,,3.0,2.0,,,,3.0,,,,,,,,,0.0,1.0,,0.0,,,,1.0,,,,,,,,0.0,,,,,2.0,,1.0,,,,,,0.0,,1.0,2.0,,,,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,0.0,,,,,,,0.0,,,,,,,,,3.0,0.0,,,,,,,,2.0,,1.0,,,,2.0,,,5.0,,6.0,,,,2.0,,,,1.0,,0.0,,,,,7.0,5.0,4.0,,2.0,,,,,,,,,,,,,4.0,,,0.0,,,,,,,1.0,,,0.0,,,,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,,,,1.0,,,,,0.0,,0.0,,,3.0,,,,,,,2.0,,0.0,,,,,,1.0,,,,,,2.0,,,,,0.0,0.0,,,,2.0,,2.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,4.0,,,,,,,,,,2.0,,,,,,,,3.0,1.0,,,1.0,,5.0,2.0,,4.0,1.0,,,,,0.0,0.0,,,,,,0.0,,1.0,,,,1.0,,,,0.0,,,1.0,,,,,0.0,,1.0,,,,,,1.0,,,5.0,,0.0,1.0,,,1.0,,,4.0,,0.0,,1.0,,,,,0.0,,,2.0,,,,,,,2.0,,,,,,,2.0,,0.0,,,4.0,,,,0.0,,,,,,,,,,3.0,,1.0,,,,5.0,1.0,5.0,,,,,,,0.0,,4.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,0.0,,,,,,0.0,,,,,,,2.0,0.0,,,,0.0,,,8.0,,7.0,,1.0,,,3.0,,,,2.0,,,1.0,,,,,,,,,0.0,,1.0,3.0,2.0,,1.0,,,,3.0,,,,2.0,2.0,1.0,,,0.0,,,,,,0.0,,,0.0,2.0,,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,1.0,1.0,,,0.0,,,0.0,,,2.0,,0.0,1.0,,,,,,,,,,,,,,0.0,,,2.0,,,1.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,6.0,6.0,1.0,,,1.0,,0.0,0.0,,,,,5.0,,,,,,1.0,,0.0,,0.0,,,,,,,5.0,,,,,,,8.0,,0.0,0.0,4.0,,,,,1.0,,,,2.0,1.0,,1.0,2.0,,,,,,,0.0,0.0,,3.0,,,4.0,,,,,2.0,,2.0,0.0,,4.0,,,,,0.0,,,,0.0,,0.0,,,0.0,2.0,0.0,3.0,2.0,,,,0.0,,0.0,4.0,,,,,,,,,0.0,,4.0,4.0,0.0,1.0,,,,,,,,,,3.0,0.0,,,,,,2.0,,,1.0,,,,0.0,,,,,,0.0,,,,,,,0.0,0.0,1.0,0.0,,1.0,,3.0,4.0,,,
2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,4.0,0.0,,,,0.0,,4.0,,,,,,4.0,,1.0,,,,,,,,,,,,,,4.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,3.0,,,,,,,0.0,1.0,2.0,,0.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,0.0,1.0,0.0,,1.0,,,,0.0,,7.0,,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,,,,,1.0,,0.0,,,0.0,,,,,,,1.0,,4.0,,,,,,0.0,,,,,,4.0,,,1.0,,4.0,1.0,,,,4.0,,3.0,,,3.0,0.0,1.0,4.0,,,,,,,,,,0.0,,,,,,1.0,,,,2.0,,,,,,,,0.0,5.0,,,,,6.0,5.0,,4.0,1.0,,,,,1.0,,,,,,,5.0,,5.0,0.0,,,0.0,,,,0.0,,,1.0,,,,,0.0,,2.0,,,,,,1.0,,,2.0,,0.0,,,,0.0,,,3.0,,,,5.0,,,,,,,,0.0,,1.0,,,,,2.0,,,,,,,1.0,,1.0,,,0.0,,,,0.0,,,,,,,,,,1.0,,5.0,,,,4.0,1.0,0.0,,,,,,,0.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,1.0,3.0,,0.0,,,,,,2.0,1.0,,,,,,0.0,,,,2.0,,,,4.0,,2.0,,6.0,,,2.0,,,,,,,4.0,,,,,,,,,0.0,,1.0,0.0,,,0.0,,,,0.0,,,,1.0,4.0,0.0,,2.0,1.0,,,,,1.0,6.0,0.0,,,3.0,,,,,,,,,0.0,0.0,,,2.0,,,0.0,,0.0,,,,,1.0,,2.0,2.0,6.0,,,,,,,,,,0.0,,,,,,1.0,,,3.0,,,1.0,5.0,,,,,3.0,,,7.0,,,,,,,,,,5.0,,,,5.0,,,2.0,,,,1.0,1.0,,2.0,2.0,1.0,,,,0.0,,,,,0.0,1.0,,2.0,,,,,,,,,,,,2.0,,,,1.0,1.0,0.0,,,,,,1.0,,,,,0.0,5.0,,,,,1.0,,,0.0,0.0,,,0.0,0.0,0.0,,2.0,3.0,,,0.0,,,,,,2.0,,,,,,,,,,,0.0,0.0,,,,2.0,,0.0,,0.0,1.0,0.0,,,,,0.0,,,,,0.0,,0.0,1.0,,,,1.0,,,0.0,0.0,,,,,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,2.0,,,,0.0,,1.0,,,2.0,1.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,,,,,,1.0,,1.0,4.0,1.0,1.0,,,,,,,,,,2.0,2.0,,,,3.0,,4.0,,,8.0,,,,0.0,,,,,,4.0,,,,,,,4.0,4.0,,2.0,,0.0,,0.0,0.0,,,
2025-04-06,2.0,,6.0,,0.0,,,,,1.0,4.0,,,,2.0,,,,,,,,,1.0,3.0,,0.0,,,,4.0,,,,,,,,0.0,2.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,,,,,,,1.0,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,4.0,3.0,1.0,,1.0,,,,,2.0,,1.0,,,,10.0,1.0,5.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,0.0,,,,8.0,1.0,,0.0,,,,,,1.0,,,,0.0,3.0,1.0,,,2.0,,,,,,0.0,,0.0,,,4.0,,0.0,,,,,0.0,,1.0,,,,,,0.0,,,,,,5.0,,,,,0.0,,,,,,,5.0,,,0.0,2.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,1.0,0.0,,2.0,0.0,,,,,,,,0.0,4.0,,,,,5.0,2.0,,1.0,0.0,,,,,1.0,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,4.0,,,,,0.0,,1.0,,,,,,7.0,,,6.0,,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,,1.0,,0.0,,,,,1.0,,,,,,,2.0,,,,,2.0,,,,0.0,,,,,,,,,,1.0,,3.0,,,,0.0,4.0,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,0.0,,,,4.0,,,0.0,,0.0,,2.0,,,0.0,,,,1.0,,,3.0,,,,1.0,,,,,1.0,,,2.0,2.0,,2.0,,,,3.0,,,,0.0,1.0,1.0,,,,,,,,1.0,1.0,0.0,,0.0,1.0,,,,1.0,,,,,1.0,2.0,,,2.0,,,,,3.0,,,,,4.0,,2.0,0.0,2.0,,,,,,,,,0.0,0.0,,0.0,,,,1.0,,0.0,0.0,,,2.0,,,,,,0.0,,4.0,1.0,,,,,,,,,,0.0,,,,0.0,,,1.0,,,0.0,5.0,0.0,,0.0,4.0,0.0,,,,0.0,,,,,2.0,1.0,,0.0,,,2.0,,,,,,,,,4.0,,,2.0,2.0,0.0,1.0,,,,,,7.0,,,,,1.0,1.0,,,,,0.0,,,4.0,1.0,,,0.0,1.0,2.0,0.0,2.0,,,,0.0,,,,,,0.0,,,,1.0,,,,,,,2.0,,,,,3.0,,6.0,,0.0,,0.0,,,,5.0,1.0,,,,,0.0,,2.0,0.0,,,,0.0,,,1.0,,,0.0,,,2.0,,,,,,,2.0,,,1.0,,,,,1.0,,,,1.0,,,,,0.0,0.0,2.0,5.0,2.0,,,,4.0,,1.0,,,,,,,,,,2.0,,0.0,1.0,3.0,,,,,1.0,,,,,,0.0,2.0,,,,2.0,,1.0,,,2.0,,,,1.0,,,,,,0.0,,,,,,,0.0,0.0,,3.0,,0.0,,10.0,1.0,,,
2025-04-07,1.0,,3.0,,,,,,,0.0,4.0,,,,,,,,,,,,,,0.0,4.0,1.0,,,,0.0,,0.0,,,,,,0.0,0.0,,,,2.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,0.0,,,,,,0.0,6.0,,,,,,,,,0.0,0.0,,,0.0,,,,,4.0,,,,,,0.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,2.0,,,,,1.0,,8.0,,,0.0,2.0,0.0,2.0,,,,,,,,,,4.0,,,,,,,2.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,3.0,,,,,,,3.0,,,,,3.0,,,,,,2.0,,,,,,,,0.0,,1.0,,,,0.0,2.0,0.0,,,,,,,1.0,,1.0,0.0,,,,,,,1.0,,0.0,,,,,,,,1.0,0.0,0.0,0.0,,,,,,2.0,4.0,,,,,,1.0,,,,0.0,1.0,,,0.0,,0.0,,0.0,,,0.0,,,,1.0,,,0.0,,,,,,,,,2.0,,6.0,1.0,,,1.0,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,1.0,0.0,4.0,,,,0.0,,,,,0.0,0.0,,,,,,1.0,,,0.0,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,1.0,,0.0,,2.0,,,5.0,,1.0,,,,2.0,,,,,0.0,0.0,,0.0,,,2.0,,,0.0,,,,,,3.0,,,,0.0,2.0,2.0,,,,,,0.0,,,,,,1.0,,,,,0.0,,1.0,0.0,0.0,,,0.0,,1.0,0.0,2.0,1.0,,,,,,,,,4.0,,0.0,,2.0,,,,,,,1.0,,,,,,,2.0,,0.0,0.0,1.0,,,,,3.0,,,,,0.0,,1.0,0.0,,,,0.0,,,0.0,0.0,,3.0,,,,,,,,3.0,,2.0,,,1.0,,,,,0.0,,,,1.0,,0.0,,,0.0,5.0,0.0,,4.0,,,,3.0,,4.0,,,,,,,,,,2.0,,1.0,0.0,1.0,3.0,,,,1.0,,,,,,,0.0,,,,,,2.0,,,1.0,,,,,,,,,,0.0,,,,,,,2.0,0.0,0.0,1.0,,8.0,,1.0,1.0,,,
2025-04-08,1.0,,3.0,,,,,,,,1.0,,,,0.0,,,,,,,,,5.0,0.0,,1.0,,,,2.0,,,,,,,,,1.0,6.0,,,,,0.0,,,,,,6.0,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,,,,,,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0,,,,,,,,,0.0,2.0,,,,,,,,0.0,,1.0,,,,1.0,1.0,2.0,2.0,,0.0,,,,4.0,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,5.0,,,,,,,4.0,,,4.0,,,,,,1.0,5.0,,,1.0,,,,2.0,,1.0,,5.0,1.0,0.0,1.0,0.0,,,0.0,0.0,,,0.0,,8.0,,0.0,,,5.0,,,,,,,1.0,,0.0,,,,,,6.0,,,,,,1.0,,,,,1.0,0.0,,,,0.0,,1.0,,,0.0,,0.0,3.0,,,,,,0.0,,,1.0,5.0,,,,,,1.0,,,2.0,0.0,,,0.0,,,,,0.0,2.0,,,,,1.0,1.0,,0.0,1.0,,,,,0.0,1.0,,,,,,0.0,,2.0,,,,0.0,,,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,4.0,,,0.0,,,0.0,,,,,,0.0,,2.0,2.0,1.0,,,,,,,,2.0,,1.0,,,,,4.0,,,,,,,2.0,,,,,4.0,,,,2.0,,0.0,,,3.0,,,,,0.0,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,,,,2.0,,,0.0,1.0,,2.0,,,,,,1.0,,,,,,,1.0,5.0,,,,1.0,,,4.0,,0.0,,6.0,,,0.0,,,,5.0,,,2.0,,,,,,,,,0.0,,1.0,0.0,0.0,,1.0,,,,0.0,,,,0.0,1.0,2.0,,0.0,0.0,,,,,1.0,3.0,3.0,,4.0,3.0,,,,0.0,,,,,1.0,0.0,,,0.0,,,3.0,,0.0,,,,,1.0,,2.0,1.0,1.0,,,,0.0,,,,,1.0,0.0,,,,,,0.0,,0.0,3.0,,,2.0,0.0,,,,,,,4.0,0.0,,,,,,,,,,0.0,,,,5.0,,,0.0,,0.0,1.0,3.0,0.0,,0.0,1.0,3.0,,,,3.0,,,,,0.0,4.0,,,,,1.0,,,,,,,,,0.0,,,1.0,1.0,2.0,,,,,,,2.0,,,,,0.0,0.0,,,,,0.0,,,0.0,4.0,,,0.0,1.0,1.0,,1.0,2.0,,,,,,,,,9.0,,,,2.0,,,,,,,0.0,,,,,0.0,,5.0,,0.0,1.0,0.0,,,,,2.0,,,,,0.0,,2.0,0.0,,,,,,,0.0,1.0,,0.0,,,6.0,,,,,1.0,,0.0,,,0.0,,,,,0.0,,,,0.0,,1.0,,,,0.0,0.0,,0.0,,,0.0,3.0,,4.0,3.0,,,,,,,,,2.0,,2.0,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,,,,0.0,,3.0,,,0.0,,,,5.0,,,,,,4.0,,,,,,,1.0,0.0,1.0,1.0,,1.0,,1.0,0.0,,,
2025-04-09,2.0,,1.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.0,1.0,,1.0,,,,8.0,,,,,,,,1.0,5.0,2.0,,,0.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,0.0,0.0,,,,,,1.0,0.0,,,,,,,,,0.0,,,,0.0,,,,,1.0,,1.0,,,,4.0,0.0,,0.0,,0.0,,,,5.0,,,,,,,,,,,2.0,0.0,0.0,,1.0,,,,,,1.0,,,,,,,2.0,,,5.0,,,,,,,6.0,,,2.0,,,,0.0,,1.0,,4.0,0.0,0.0,4.0,2.0,,,,1.0,,,,,0.0,,2.0,,,1.0,,,,,,,5.0,,1.0,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,0.0,0.0,2.0,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,,,3.0,,,,,,,,,4.0,,,0.0,,0.0,0.0,,1.0,2.0,,,,,4.0,0.0,,,,,0.0,,,4.0,0.0,,,0.0,,,,2.0,,,0.0,,,,,0.0,,0.0,,,,,,1.0,,,2.0,,1.0,,,,,,,1.0,,0.0,2.0,4.0,,,,,0.0,,,0.0,,0.0,,,,,1.0,,,,,,,0.0,,,,,1.0,,,,0.0,,0.0,,,0.0,,,,,0.0,,6.0,,,,0.0,6.0,5.0,,,,,,,3.0,,0.0,6.0,,,,,,,2.0,,,,,,,1.0,,,1.0,,2.0,,,,,,,1.0,0.0,,,,,,0.0,2.0,,,,1.0,,,0.0,,1.0,,1.0,,,0.0,,,,4.0,,,2.0,,,,,,,,,0.0,,0.0,1.0,,,0.0,,,,0.0,,,,0.0,,2.0,,2.0,0.0,,,,,0.0,,4.0,,0.0,,,,,0.0,,,,,0.0,5.0,,,0.0,,,2.0,,0.0,,,,,2.0,,1.0,3.0,2.0,,,,,,,,,0.0,,,1.0,,,,3.0,,,1.0,,,0.0,,,,,,1.0,,0.0,2.0,,,,,0.0,,,,,,,,,0.0,,,1.0,,,,0.0,0.0,,1.0,0.0,0.0,,,,4.0,,,,,,2.0,,2.0,,,0.0,,,1.0,,,,,,4.0,,,,0.0,6.0,0.0,,,,,,0.0,,,,,1.0,0.0,,,,,2.0,,0.0,2.0,2.0,,,2.0,0.0,6.0,0.0,0.0,0.0,,,4.0,,,,,,0.0,,,,1.0,,,,,,,0.0,,,,,0.0,,5.0,,2.0,,6.0,,,,0.0,6.0,,,,,,,7.0,,,,,1.0,,,0.0,0.0,,0.0,,,0.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,0.0,,,,,1.0,0.0,,2.0,1.0,,,,,,,,,5.0,,2.0,0.0,,4.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,3.0,,,0.0,,,,4.0,,,,,,0.0,,,,,,,0.0,0.0,,1.0,,2.0,,5.0,4.0,,,
2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,2.0,,0.0,,,,2.0,0.0,,2.0,,0.0,,,,3.0,,,,,,,,,,,7.0,0.0,0.0,,1.0,,,,,,0.0,,,,,,,0.0,,,2.0,,,0.0,,,0.0,1.0,0.0,,0.0,,,,0.0,,,,2.0,0.0,0.0,0.0,1.0,,,0.0,2.0,,,0.0,,4.0,,2.0,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,,,0.0,,,0.0,2.0,,,,,,1.0,0.0,,3.0,0.0,,,,,,,,8.0,1.0,,,,,4.0,1.0,,8.0,2.0,,,,,9.0,,,,,,,1.0,,0.0,0.0,,,,,,,1.0,,,4.0,,,,,1.0,,7.0,,,,,,8.0,,,,,,0.0,,,,,,1.0,,2.0,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,1.0,,,0.0,,,,,,,1.0,,,,1.0,1.0,0.0,,1.0,,,,,,0.0,1.0,0.0,,4.0,0.0,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,1.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11,1.0,,1.0,,,,,,,1.0,,,,,0.0,,,,,,,,,0.0,,4.0,2.0,,,,0.0,,,,,,,,1.0,1.0,5.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,,1.0,4.0,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,2.0,,,,0.0,,,1.0,,3.0,,,,2.0,,,,2.0,,,,,,,4.0,1.0,1.0,,4.0,,,,,,,,,,,,,3.0,,,0.0,,,,,,0.0,1.0,,,2.0,,,,2.0,,2.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,,0.0,,,1.0,,0.0,,,,,1.0,,3.0,,,,,,1.0,,,,,,0.0,,,,,,,,,,4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,0.0,,0.0,2.0,,4.0,2.0,,,,,0.0,,,,,4.0,0.0,,,1.0,,,,6.0,,,,0.0,,,0.0,,,,,2.0,,1.0,,,,,,,,,0.0,,0.0,,,,,,,5.0,,0.0,0.0,0.0,,,,,,,,4.0,,,,,,,0.0,,,,,,,1.0,,2.0,,,7.0,,,,2.0,,,,,,,,,,0.0,,4.0,,,,0.0,2.0,2.0,,,,,,,2.0,,0.0,0.0,,,,,,,,,0.0,,,,,1.0,,,5.0,0.0,,2.0,,,,,,2.0,,,,,,,2.0,3.0,2.0,,,2.0,,,0.0,,0.0,,0.0,,,2.0,,,,1.0,,,2.0,,,1.0,1.0,,,,,0.0,,0.0,,,,0.0,,,,1.0,,,,0.0,0.0,6.0,,,7.0,,,,,0.0,0.0,,,0.0,3.0,,,,,,,,,1.0,2.0,,,,,,5.0,,2.0,,,,,6.0,,2.0,1.0,2.0,,,,0.0,,,,,,7.0,,,,,,0.0,,0.0,0.0,,,,1.0,,,,,1.0,,0.0,1.0,,,,,,,,,,,,,,0.0,,,0.0,,,,2.0,0.0,,0.0,0.0,0.0,,,,1.0,,,,,4.0,1.0,,1.0,,,,,,0.0,,,,,,0.0,,,0.0,2.0,3.0,1.0,,,,,,4.0,,,,,,,,,,,1.0,,6.0,0.0,0.0,,,0.0,,0.0,4.0,4.0,0.0,,,0.0,,,,,,6.0,,0.0,,1.0,,,,,,,2.0,,,,,0.0,,1.0,,0.0,0.0,1.0,,,,,0.0,,,,,1.0,,0.0,0.0,,,,,,,4.0,,,0.0,,,1.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,2.0,,0.0,,,3.0,5.0,5.0,,,,,2.0,0.0,,2.0,,,,,,,,,,1.0,,0.0,1.0,2.0,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,1.0,2.0,1.0,,0.0,,1.0,4.0,,,
2025-04-12,0.0,,1.0,,,,,,,1.0,,,,,0.0,0.0,,,,,,,,1.0,2.0,,2.0,,,,2.0,,,,,,,,1.0,0.0,3.0,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,,4.0,0.0,0.0,,,,,,,,4.0,,,,,,,,,,,,0.0,4.0,0.0,,,,,,1.0,0.0,,,,,,,,,1.0,4.0,,,,,,,,,,0.0,,,,0.0,0.0,1.0,2.0,,1.0,,,,3.0,,,,,,,,,,,2.0,1.0,5.0,,5.0,,,,,,8.0,,,,,,,1.0,,,0.0,,,,,,,5.0,,,0.0,,,,1.0,,0.0,,3.0,1.0,0.0,1.0,2.0,,,,0.0,,,,,1.0,,0.0,,,5.0,,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,2.0,0.0,1.0,4.0,,,,,,,,,,0.0,,,,,,,2.0,,,3.0,,,1.0,,,,,0.0,0.0,,,,,1.0,3.0,,1.0,4.0,,,,,5.0,,,,,3.0,,1.0,,0.0,,,,5.0,,,,1.0,,,0.0,,,,,0.0,,1.0,,,,,,,,,0.0,,,0.0,,,,,,3.0,,0.0,,0.0,,,,,,,,4.0,,1.0,,,,,1.0,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,1.0,,,,,,,,2.0,,2.0,,,,0.0,0.0,,,,,,,,0.0,,3.0,5.0,,,,,,,,,2.0,,,,,,,,3.0,1.0,,0.0,,,,,,2.0,,,,,,,1.0,,,,,0.0,,,2.0,,0.0,,5.0,,,0.0,,,,0.0,,,1.0,,,0.0,,,,,,0.0,,0.0,0.0,,,1.0,,,,1.0,,,,6.0,1.0,0.0,,,0.0,,,,,0.0,6.0,3.0,,4.0,1.0,,,,,,,,,1.0,3.0,,,,,,0.0,,0.0,,,,,4.0,,0.0,1.0,0.0,,,,,,,,,,0.0,,,,,,4.0,,1.0,0.0,,,,0.0,,,,,2.0,,0.0,1.0,,,,,,,,,,9.0,,,,1.0,,,4.0,,1.0,1.0,2.0,0.0,,9.0,1.0,2.0,,,,0.0,,,,,0.0,2.0,,0.0,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,1.0,,,,,,6.0,,,,,,,,,,,1.0,,0.0,4.0,0.0,,,2.0,,0.0,2.0,0.0,1.0,,,,,,,,,1.0,,,,3.0,,,,,,,0.0,,,,,4.0,,3.0,,1.0,0.0,1.0,,,,,2.0,,,,,0.0,,0.0,2.0,,,,,,,,4.0,,1.0,,,1.0,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,4.0,0.0,,,,,0.0,1.0,,0.0,0.0,,,,,,,,,0.0,,2.0,0.0,1.0,5.0,,,,4.0,,,,,,2.0,0.0,,,,,,2.0,,,,,,,0.0,,,,,,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,,1.0,,2.0,0.0,,,
2025-04-13,0.0,,2.0,,,,,,,0.0,,,,,3.0,2.0,,,,,,,,1.0,6.0,2.0,0.0,,,,1.0,,,,,,,,2.0,,0.0,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,5.0,2.0,0.0,,,,,,,1.0,,,,,,,,,0.0,1.0,,,,,,,,1.0,,1.0,,,,0.0,,,7.0,,0.0,,,,1.0,,,,,,0.0,,,,,0.0,1.0,0.0,,2.0,,,,,,0.0,,,,,,,2.0,,,0.0,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,1.0,,5.0,0.0,0.0,1.0,,,,1.0,1.0,,,0.0,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,4.0,,,,,0.0,,,,,0.0,,0.0,,,0.0,6.0,3.0,2.0,,,,,,1.0,,,5.0,0.0,,,,,,2.0,,,0.0,2.0,,,,,,,,0.0,5.0,,,1.0,,1.0,1.0,,0.0,5.0,,,,,4.0,0.0,,,,0.0,1.0,,,1.0,2.0,,,0.0,,,,1.0,,,0.0,,,,,0.0,,1.0,,,,,,,,,1.0,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,3.0,,3.0,,,,,3.0,,,,,,,0.0,,4.0,,,0.0,,,,,,3.0,,,2.0,,,,,0.0,,8.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,4.0,,,,,2.0,,,4.0,0.0,,2.0,,,,,,1.0,,,,,,,0.0,0.0,1.0,,,,,,3.0,,0.0,,4.0,,,1.0,,,,0.0,,,1.0,,,,0.0,,,,,,,4.0,4.0,,,0.0,,,,4.0,,,,1.0,,1.0,,0.0,0.0,,,,,1.0,1.0,1.0,,5.0,,,,,1.0,,,,,1.0,4.0,,,,,,1.0,,0.0,,,,,4.0,,0.0,1.0,0.0,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,2.0,,,0.0,,,,,,2.0,,0.0,2.0,,,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,2.0,1.0,,5.0,1.0,11.0,,,,,,,,1.0,6.0,,,,,,0.0,,,1.0,,,0.0,,,2.0,,,0.0,0.0,2.0,2.0,,,,,,4.0,,,,,0.0,0.0,,,,,0.0,,1.0,2.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,0.0,,,,2.0,,,,,,,1.0,,,,,1.0,,3.0,,0.0,,0.0,,,,0.0,2.0,,,,,0.0,,2.0,,,,,2.0,,,0.0,0.0,,,,,2.0,,,,,0.0,0.0,3.0,,,,,,,,0.0,,,,,,1.0,,,0.0,1.0,,,,,,4.0,1.0,,2.0,,,,,,,,,,3.0,,2.0,0.0,0.0,1.0,,,,0.0,,,,,2.0,2.0,4.0,,,,,,1.0,,,,,,,,,,,,,1.0,0.0,,,,,,0.0,2.0,0.0,1.0,,0.0,,0.0,1.0,,,
