name,abbrev,clean_name,clean_abbrev,team,player_id
Eduardo Rodriguez,E. Rodriguez,Eduardo Rodriguez,E. Rodriguez,D-backs,593958
Eugenio Suárez,E. Suárez,Eugenio Suarez,E. Suarez,D-backs,553993
Gabriel Moreno,G. Moreno,Gabriel Moreno,G. Moreno,D-backs,672515
Geraldo Perdomo,G. Perdomo,Geraldo Perdomo,G. Perdomo,D-backs,672695
Ildemaro Vargas,I. Vargas,Ildemaro Vargas,I. Vargas,D-backs,545121
Jalen Beeks,J. Beeks,Jalen Beeks,J. Beeks,D-backs,656222
Jeff Brigham,J. Brigham,Jeff Brigham,J. Brigham,D-backs,656257
Jose Herrera,J. Herrera,Jose Herrera,J. Herrera,D-backs,645444
Josh Naylor,J. Naylor,Josh Naylor,J. Naylor,D-backs,647304
Juan Morillo,J. Morillo,Juan Morillo,J. Morillo,D-backs,434623
Justin Martinez,J. Martinez,Justin Martinez,J. Martinez,D-backs,679885
Kendall Graveman,K. Graveman,Kendall Graveman,K. Graveman,D-backs,608665
Ketel Marte,K. Marte,Ketel Marte,K. Marte,D-backs,606466
Lourdes Gurriel,L. Gurriel,Lourdes Gurriel,L. Gurriel,D-backs,666971
Merrill Kelly,M. Kelly,Merrill Kelly,M. Kelly,D-backs,518876
Pavin Smith,P. Smith,Pavin Smith,P. Smith,D-backs,656976
Randal Grichuk,R. Grichuk,Randal Grichuk,R. Grichuk,D-backs,545341
Ryan Thompson,R. Thompson,Ryan Thompson,R. Thompson,D-backs,657044
Ryne Nelson,R. Nelson,Ryne Nelson,R. Nelson,D-backs,669194
Shelby Miller,S. Miller,Shelby Miller,S. Miller,D-backs,571946
Tim Tawa,T. Tawa,Tim Tawa,T. Tawa,D-backs,694374
Zac Gallen,Z. Gallen,Zac Gallen,Z. Gallen,D-backs,668678
Adam Frazier,A. Frazier,Adam Frazier,A. Frazier,Pirates,624428
Alexander Canario,A. Canario,Alexander Canario,A. Canario,Pirates,672744
Andrew Heaney,A. Heaney,Andrew Heaney,A. Heaney,Pirates,571760
Andrew McCutchen,A. McCutchen,Andrew McCutchen,A. McCutchen,Pirates,457705
Bailey Falter,B. Falter,Bailey Falter,B. Falter,Pirates,663559
Braxton Ashcraft,B. Ashcraft,Braxton Ashcraft,B. Ashcraft,Pirates,677952
Bryan Reynolds,B. Reynolds,Bryan Reynolds,B. Reynolds,Pirates,668804
Caleb Ferguson,C. Ferguson,Caleb Ferguson,C. Ferguson,Pirates,657571
Chase Shugart,C. Shugart,Chase Shugart,C. Shugart,Pirates,663767
David Bednar,D. Bednar,David Bednar,D. Bednar,Pirates,670280
Dennis Santana,D. Santana,Dennis Santana,D. Santana,Pirates,642701
Endy Rodríguez,E. Rodríguez,Endy Rodriguez,E. Rodriguez,Pirates,682848
Henry Davis,H. Davis,Henry Davis,H. Davis,Pirates,680779
Isiah Kiner-Falefa,I. Kiner-Falefa,Isiah Kiner-Falefa,I. Kiner-Falefa,Pirates,643396
Jared Triolo,J. Triolo,Jared Triolo,J. Triolo,Pirates,669707
Joey Wentz,J. Wentz,Joey Wentz,J. Wentz,Pirates,666214
Ke'Bryan Hayes,K. Hayes,Ke'Bryan Hayes,K. Hayes,Pirates,663647
Kyle Nicolas,K. Nicolas,Kyle Nicolas,K. Nicolas,Pirates,693312
Mike Burrows,M. Burrows,Mike Burrows,M. Burrows,Pirates,681347
Mitch Keller,M. Keller,Mitch Keller,M. Keller,Pirates,656605
Nick Gonzales,N. Gonzales,Nick Gonzales,N. Gonzales,Pirates,693304
Oneil Cruz,O. Cruz,Oneil Cruz,O. Cruz,Pirates,665833
Paul Skenes,P. Skenes,Paul Skenes,P. Skenes,Pirates,694973
Ryan Borucki,R. Borucki,Ryan Borucki,R. Borucki,Pirates,621366
Spencer Horwitz,S. Horwitz,Spencer Horwitz,S. Horwitz,Pirates,687462
Tommy Pham,T. Pham,Tommy Pham,T. Pham,Pirates,502054
Adrian Morejon,A. Morejon,Adrian Morejon,A. Morejon,Padres,670970
Brandon Lockridge,B. Lockridge,Brandon Lockridge,B. Lockridge,Padres,663604
David Morgan,D. Morgan,David Morgan,D. Morgan,Padres,688158
Dylan Cease,D. Cease,Dylan Cease,D. Cease,Padres,656302
Elias Díaz,E. Díaz,Elias Diaz,E. Diaz,Padres,553869
Fernando Tatis,F. Tatis,Fernando Tatis,F. Tatis,Padres,665487
Gavin Sheets,G. Sheets,Gavin Sheets,G. Sheets,Padres,657757
Jackson Merrill,J. Merrill,Jackson Merrill,J. Merrill,Padres,701538
Jake Cronenworth,J. Cronenworth,Jake Cronenworth,J. Cronenworth,Padres,630105
Jason Adam,J. Adam,Jason Adam,J. Adam,Padres,592094
Jeremiah Estrada,J. Estrada,Jeremiah Estrada,J. Estrada,Padres,669093
Jose Iglesias,J. Iglesias,Jose Iglesias,J. Iglesias,Padres,578428
Luis Arraez,L. Arraez,Luis Arraez,L. Arraez,Padres,650333
Luis Campusano,L. Campusano,Luis Campusano,L. Campusano,Padres,669134
Manny Machado,M. Machado,Manny Machado,M. Machado,Padres,592518
Martín Maldonado,M. Maldonado,Martin Maldonado,M. Maldonado,Padres,455117
Nick Pivetta,N. Pivetta,Nick Pivetta,N. Pivetta,Padres,601713
Randy Vásquez,R. Vásquez,Randy Vasquez,R. Vasquez,Padres,681190
Robert Suarez,R. Suarez,Robert Suarez,R. Suarez,Padres,663158
Ryan Bergert,R. Bergert,Ryan Bergert,R. Bergert,Padres,686701
Sean Reynolds,S. Reynolds,Sean Reynolds,S. Reynolds,Padres,669308
Stephen Kolek,S. Kolek,Stephen Kolek,S. Kolek,Padres,663568
Tyler Wade,T. Wade,Tyler Wade,T. Wade,Padres,642180
Wandy Peralta,W. Peralta,Wandy Peralta,W. Peralta,Padres,593974
Xander Bogaerts,X. Bogaerts,Xander Bogaerts,X. Bogaerts,Padres,593428
Yuki Matsui,Y. Matsui,Yuki Matsui,Y. Matsui,Padres,673513
Aaron Judge,A. Judge,Aaron Judge,A. Judge,Yankees,592450
Anthony Volpe,A. Volpe,Anthony Volpe,A. Volpe,Yankees,683011
Austin Wells,A. Wells,Austin Wells,A. Wells,Yankees,669224
Ben Rice,B. Rice,Ben Rice,B. Rice,Yankees,700250
Brent Headrick,B. Headrick,Brent Headrick,B. Headrick,Yankees,687396
Carlos Rodón,C. Rodón,Carlos Rodon,C. Rodon,Yankees,607074
Clarke Schmidt,C. Schmidt,Clarke Schmidt,C. Schmidt,Yankees,657376
Cody Bellinger,C. Bellinger,Cody Bellinger,C. Bellinger,Yankees,641355
DJ LeMahieu,D. LeMahieu,DJ LeMahieu,D. LeMahieu,Yankees,518934
Devin Williams,D. Williams,Devin Williams,D. Williams,Yankees,642207
Fernando Cruz,F. Cruz,Fernando Cruz,F. Cruz,Yankees,518585
Ian Hamilton,I. Hamilton,Ian Hamilton,I. Hamilton,Yankees,641656
J.C. Escarra,J. Escarra,J.C. Escarra,J. Escarra,Yankees,641555
Jasson Domínguez,J. Domínguez,Jasson Dominguez,J. Dominguez,Yankees,691176
Jazz Chisholm,J. Chisholm,Jazz Chisholm,J. Chisholm,Yankees,665862
Jonathan Loáisiga,J. Loáisiga,Jonathan Loaisiga,J. Loaisiga,Yankees,642528
Mark Leiter,M. Leiter,Mark Leiter,M. Leiter,Yankees,117653
Max Fried,M. Fried,Max Fried,M. Fried,Yankees,608331
Oswald Peraza,O. Peraza,Oswald Peraza,O. Peraza,Yankees,672724
Pablo Reyes,P. Reyes,Pablo Reyes,P. Reyes,Yankees,622569
Paul Goldschmidt,P. Goldschmidt,Paul Goldschmidt,P. Goldschmidt,Yankees,502671
Ryan Yarbrough,R. Yarbrough,Ryan Yarbrough,R. Yarbrough,Yankees,642232
Tim Hill,T. Hill,Tim Hill,T. Hill,Yankees,657612
Trent Grisham,T. Grisham,Trent Grisham,T. Grisham,Yankees,663757
Will Warren,W. Warren,Will Warren,W. Warren,Yankees,701542
Yerry De los Santos,Y. De los Santos,Yerry De los Santos,Y. De los Santos,Yankees,660787
Alex Vesia,A. Vesia,Alex Vesia,A. Vesia,Dodgers,681911
Andy Pages,A. Pages,Andy Pages,A. Pages,Dodgers,681624
Anthony Banda,A. Banda,Anthony Banda,A. Banda,Dodgers,607455
Ben Casparius,B. Casparius,Ben Casparius,B. Casparius,Dodgers,676508
Chris Stratton,C. Stratton,Chris Stratton,C. Stratton,Dodgers,608717
Clayton Kershaw,C. Kershaw,Clayton Kershaw,C. Kershaw,Dodgers,477132
Dalton Rushing,D. Rushing,Dalton Rushing,D. Rushing,Dodgers,687221
Dustin May,D. May,Dustin May,D. May,Dodgers,669160
Enrique Hernández,E. Hernández,Enrique Hernandez,E. Hernandez,Dodgers,571771
Freddie Freeman,F. Freeman,Freddie Freeman,F. Freeman,Dodgers,518692
Hyeseong Kim,H. Kim,Hyeseong Kim,H. Kim,Dodgers,808975
Jack Dreyer,J. Dreyer,Jack Dreyer,J. Dreyer,Dodgers,676263
José Ureña,J. Ureña,Jose Urena,J. Urena,Dodgers,570632
Justin Wrobleski,J. Wrobleski,Justin Wrobleski,J. Wrobleski,Dodgers,680736
Lou Trivino,L. Trivino,Lou Trivino,L. Trivino,Dodgers,642152
Max Muncy,M. Muncy,Max Muncy,M. Muncy,Dodgers,571970
Michael Conforto,M. Conforto,Michael Conforto,M. Conforto,Dodgers,624424
Miguel Rojas,M. Rojas,Miguel Rojas,M. Rojas,Dodgers,500743
Mookie Betts,M. Betts,Mookie Betts,M. Betts,Dodgers,605141
Shohei Ohtani,S. Ohtani,Shohei Ohtani,S. Ohtani,Dodgers,660271
Tanner Scott,T. Scott,Tanner Scott,T. Scott,Dodgers,656945
Teoscar Hernández,T. Hernández,Teoscar Hernandez,T. Hernandez,Dodgers,606192
Tommy Edman,T. Edman,Tommy Edman,T. Edman,Dodgers,669242
Tony Gonsolin,T. Gonsolin,Tony Gonsolin,T. Gonsolin,Dodgers,664062
Will Smith,W. Smith,Will Smith,W. Smith,Dodgers,519293
Yoshinobu Yamamoto,Y. Yamamoto,Yoshinobu Yamamoto,Y. Yamamoto,Dodgers,808967
